order_id,customer_id,item_count,grand_total,payment_mode,promo_code,vendor_discount_amount,promo_code_discount_percentage,is_favorite,is_rated,vendor_rating,driver_rating,deliverydistance,preparationtime,delivery_time,order_accepted_time,driver_accepted_time,ready_for_pickup_time,picked_up_time,delivered_time,delivery_date,vendor_id,created_at,LOCATION_NUMBER,LOCATION_TYPE,CID X LOC_NUM X VENDOR
164001,1BF95A5,2,19,2,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,20,8/2/2024 18:34,0,Other,1BF95A5 X 0 X 20
164002,HX76ORD,2,9.4,2,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,300,8/2/2024 18:35,0,Other,HX76ORD X 0 X 300
164008,TL7Z2DM,4,23.9,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,20,8/2/2024 19:03,1,Home,TL7Z2DM X 1 X 20
164011,LLCVVMT,3,20.6,2,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,310,8/2/2024 19:26,0,Home,LLCVVMT X 0 X 310
164012,4PUJ4R4,2,12.6,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,300,8/2/2024 19:30,1,Home,4PUJ4R4 X 1 X 300
164017,F1V9X0T,1,7.3,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,289,8/2/2024 19:59,0,,F1V9X0T X 0 X 289
164018,S9609KN,4,32.9,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,201,8/2/2024 20:00,0,,S9609KN X 0 X 201
164019,G4DQ1YF,1,31.6,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,265,8/2/2024 20:00,0,,G4DQ1YF X 0 X 265
164020,LO0Z5SH,5,39.9,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,66,8/2/2024 20:00,0,,LO0Z5SH X 0 X 66
164024,SIV4HW9,6,97.2,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,192,8/2/2024 20:03,0,Home,SIV4HW9 X 0 X 192
164026,CQMPL3W,2,10.1,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,157,8/2/2024 20:05,0,Home,CQMPL3W X 0 X 157
164029,HOZGFTV,1,6.8,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,145,8/2/2024 20:05,0,,HOZGFTV X 0 X 145
164030,5SQI87U,3,33.7,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,113,8/2/2024 20:05,0,,5SQI87U X 0 X 113
164032,XTYVSHJ,3,20.9,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,113,8/2/2024 20:06,0,Other,XTYVSHJ X 0 X 113
164033,ZH4AIBH,2,30.2,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,134,8/2/2024 20:06,0,Other,ZH4AIBH X 0 X 134
164034,HLMHHQQ,1,8.7,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,289,8/2/2024 20:06,0,,HLMHHQQ X 0 X 289
164039,ON0VN1N,4,31.5,2,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,113,8/2/2024 20:15,0,Work,ON0VN1N X 0 X 113
164049,F1H04U7,1,14.1,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,157,8/2/2024 20:24,0,,F1H04U7 X 0 X 157
164051,9S4RBIP,2,12.8,1,,0,,No,No,,0,0,,,,,,,,8/2/2024 5:30,106,8/2/2024 20:27,0,Home,9S4RBIP X 0 X 106
164052,QMYKJZJ,1,8.4,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,113,8/2/2024 20:28,0,Home,QMYKJZJ X 0 X 113
164054,DB9TN5D,4,12,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,157,8/2/2024 20:31,0,Work,DB9TN5D X 0 X 157
164059,EB8AYOL,2,19,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,110,8/2/2024 20:33,0,Home,EB8AYOL X 0 X 110
164067,OEYCHXQ,4,17.1,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,113,8/2/2024 20:51,0,Home,OEYCHXQ X 0 X 113
164071,IFDT0BW,1,9.5,2,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,289,8/2/2024 21:02,0,Home,IFDT0BW X 0 X 289
164072,K22POF9,3,17.7,2,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,113,8/2/2024 21:03,0,,K22POF9 X 0 X 113
164074,P4HOEHG,1,15.9,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,265,8/2/2024 21:12,0,,P4HOEHG X 0 X 265
164075,1HQG2XD,1,7.3,2,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,265,8/2/2024 21:12,0,,1HQG2XD X 0 X 265
164076,51Y178V,2,10.7,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,75,8/2/2024 21:13,0,,51Y178V X 0 X 75
164077,QX2H73R,2,13.3,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,113,8/2/2024 21:15,0,,QX2H73R X 0 X 113
164081,N8WINW9,1,6,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,157,8/2/2024 21:17,0,Other,N8WINW9 X 0 X 157
164087,YHFIIJ0,5,13.9,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,289,8/2/2024 21:22,0,Home,YHFIIJ0 X 0 X 289
164090,DW8D2N6,1,15.5,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,4,8/2/2024 21:33,0,Home,DW8D2N6 X 0 X 4
164093,OD336VP,2,13.6,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,106,8/2/2024 21:42,1,Work,OD336VP X 1 X 106
164095,5W8VNE1,2,7.6,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,289,8/2/2024 21:47,0,Home,5W8VNE1 X 0 X 289
164097,GJ4LZ47,2,14.1,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,82,8/2/2024 21:54,0,Work,GJ4LZ47 X 0 X 82
164100,8AHKGX0,3,16,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,113,8/2/2024 21:57,0,Home,8AHKGX0 X 0 X 113
164102,2LS6BMO,1,6.8,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,289,8/2/2024 21:58,0,Other,2LS6BMO X 0 X 289
164103,9SSBE7I,4,25,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,104,8/2/2024 21:59,0,,9SSBE7I X 0 X 104
164105,8RW45PT,2,9,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,106,8/2/2024 22:01,0,,8RW45PT X 0 X 106
164106,NC71OQ8,2,18.2,2,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,113,8/2/2024 22:04,0,,NC71OQ8 X 0 X 113
164109,OK6N5SP,2,12,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,113,8/2/2024 22:16,0,,OK6N5SP X 0 X 113
164110,VT7GEDC,1,5.4,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,149,8/2/2024 22:17,0,,VT7GEDC X 0 X 149
164112,7DHXYCH,2,9.8,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,104,8/2/2024 22:20,0,,7DHXYCH X 0 X 104
164113,NT74OKD,5,19,2,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,20,8/2/2024 22:27,0,,NT74OKD X 0 X 20
164116,FMT9B7A,1,8.2,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,104,8/2/2024 22:36,0,Work,FMT9B7A X 0 X 104
164119,42OWATG,4,27.2,2,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,104,8/2/2024 22:37,0,,42OWATG X 0 X 104
164122,QNZ8YW0,4,40,2,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,176,8/2/2024 22:41,0,Home,QNZ8YW0 X 0 X 176
164123,0ZU8WW6,2,7.9,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,105,8/2/2024 22:41,0,Home,0ZU8WW6 X 0 X 105
164124,0F3YWPW,1,10.8,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,81,8/2/2024 22:48,0,,0F3YWPW X 0 X 81
164127,VX8U41B,2,19.3,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,113,8/2/2024 22:49,0,Home,VX8U41B X 0 X 113
164132,FY7T803,2,10.9,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,104,8/2/2024 23:00,0,Work,FY7T803 X 0 X 104
164133,VT7GEDC,1,7.6,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,113,8/2/2024 23:02,0,,VT7GEDC X 0 X 113
164134,68L0N3S,1,8.7,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,82,8/2/2024 23:04,0,Home,68L0N3S X 0 X 82
164137,6U50NT6,1,8.4,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,85,8/2/2024 23:06,0,,6U50NT6 X 0 X 85
164140,HO9JQO3,1,6,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,154,8/2/2024 23:16,0,,HO9JQO3 X 0 X 154
164142,ABAV063,4,25.6,2,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,203,8/2/2024 23:21,0,Other,ABAV063 X 0 X 203
164143,9UJL2MD,2,22.7,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,274,8/2/2024 23:24,0,,9UJL2MD X 0 X 274
164144,236EYXB,1,13.9,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,134,8/2/2024 23:26,1,,236EYXB X 1 X 134
164145,SXWR7WC,1,8.4,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,85,8/2/2024 23:26,0,Home,SXWR7WC X 0 X 85
164147,79V23KF,1,6,1,,0,,Yes,No,,0,0,,,,,,,,8/2/2024 5:30,85,8/2/2024 23:27,0,Home,79V23KF X 0 X 85
164150,JDWAYI6,1,7.6,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,85,8/2/2024 23:40,0,Home,JDWAYI6 X 0 X 85
164154,JS6I2D5,1,7.6,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,113,8/2/2024 23:53,0,Home,JS6I2D5 X 0 X 113
164156,TTPS1K2,2,10.1,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,113,8/2/2024 23:55,0,Home,TTPS1K2 X 0 X 113
164157,QE2CHS9,5,40,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,115,8/3/2024 0:02,0,Home,QE2CHS9 X 0 X 115
164162,EC2KZW1,2,11.7,2,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,225,8/3/2024 0:13,0,Work,EC2KZW1 X 0 X 225
164163,3V1MHJ2,2,7.6,2,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,289,8/3/2024 0:20,0,,3V1MHJ2 X 0 X 289
164164,V5XISWP,1,7.9,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,203,8/3/2024 0:20,0,Home,V5XISWP X 0 X 203
164169,MR6ILXL,3,16,2,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,83,8/3/2024 0:27,0,Home,MR6ILXL X 0 X 83
164170,QAQ7JMD,2,10.3,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,193,8/3/2024 0:29,0,Home,QAQ7JMD X 0 X 193
164174,Q2AC9FH,1,9,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,85,8/3/2024 0:39,0,Other,Q2AC9FH X 0 X 85
164175,3P9113W,1,9.8,1,,0,,,Yes,5,5,0,,,,,,,,8/2/2024 5:30,85,8/3/2024 0:39,0,Other,3P9113W X 0 X 85
164176,LXL4T3C,3,15.9,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,33,8/3/2024 0:40,0,Home,LXL4T3C X 0 X 33
164177,WUX0W4V,7,108.4,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,92,8/3/2024 0:44,0,Home,WUX0W4V X 0 X 92
164179,KSO042S,1,8.7,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,85,8/3/2024 0:48,0,Home,KSO042S X 0 X 85
164180,Z5G4CB3,2,8.7,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,84,8/3/2024 0:51,0,Home,Z5G4CB3 X 0 X 84
164183,QXDLX5M,2,13,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,85,8/3/2024 0:51,0,Home,QXDLX5M X 0 X 85
164185,O6Y6U1F,1,8.4,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,85,8/3/2024 0:53,0,Other,O6Y6U1F X 0 X 85
164186,PU6K5XR,1,3.5,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,196,8/3/2024 0:57,0,,PU6K5XR X 0 X 196
164187,I3BAXMP,1,3.8,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,193,8/3/2024 0:57,0,,I3BAXMP X 0 X 193
164188,SLI9HB9,4,51,2,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,110,8/3/2024 0:58,0,Home,SLI9HB9 X 0 X 110
164189,374IOMA,1,16,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,134,8/3/2024 1:00,0,Home,374IOMA X 0 X 134
164192,I3BAXMP,1,9.8,2,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,85,8/3/2024 1:06,0,Other,I3BAXMP X 0 X 85
164193,R2JHUUZ,1,6.3,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,85,8/3/2024 1:08,0,Other,R2JHUUZ X 0 X 85
164194,3QS2ZC4,8,19.6,2,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,180,8/3/2024 1:09,0,Other,3QS2ZC4 X 0 X 180
164196,2TWWD7O,1,8.8,2,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,221,8/3/2024 1:15,0,Other,2TWWD7O X 0 X 221
164197,5B147F7,2,10.3,2,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,85,8/3/2024 1:15,0,Other,5B147F7 X 0 X 85
164198,4AU73XO,4,10.6,2,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,43,8/3/2024 1:17,0,Other,4AU73XO X 0 X 43
164200,81B25GT,1,5.7,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,193,8/3/2024 1:20,0,Work,81B25GT X 0 X 193
164201,UEVFCHM,1,3.9,2,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,75,8/3/2024 1:20,0,Work,UEVFCHM X 0 X 75
164205,NGXUX69,1,8.7,2,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,105,8/3/2024 1:26,0,,NGXUX69 X 0 X 105
164209,X4EU9W2,3,6.5,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,289,8/3/2024 1:45,0,Home,X4EU9W2 X 0 X 289
164211,Y73XMWN,3,14.4,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,203,8/3/2024 1:46,0,Other,Y73XMWN X 0 X 203
164213,3QJHTM1,4,42.8,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,299,8/3/2024 1:50,0,Other,3QJHTM1 X 0 X 299
164214,08F2YRP,2,14.7,2,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,113,8/3/2024 1:50,0,Other,08F2YRP X 0 X 113
164216,K3WSGUM,2,46.7,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,92,8/3/2024 1:52,0,Home,K3WSGUM X 0 X 92
164222,GM2YON5,1,8.2,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,207,8/3/2024 1:58,0,Other,GM2YON5 X 0 X 207
164224,QE2CHS9,10,58.4,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,159,8/3/2024 2:01,1,Home,QE2CHS9 X 1 X 159
164227,2XI0D7K,5,56.7,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,265,8/3/2024 2:05,0,,2XI0D7K X 0 X 265
164231,Y39V6UD,5,38.2,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,310,8/3/2024 2:11,0,,Y39V6UD X 0 X 310
164233,ENTPXG9,4,25,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,85,8/3/2024 2:12,0,Home,ENTPXG9 X 0 X 85
164234,088BPLC,1,6.8,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,85,8/3/2024 2:12,0,Home,088BPLC X 0 X 85
164238,AVMHK3Q,1,12.5,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,66,8/3/2024 2:20,0,Home,AVMHK3Q X 0 X 66
164241,Q0ZN5MJ,1,23.1,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,23,8/3/2024 2:21,0,Home,Q0ZN5MJ X 0 X 23
164242,8Y9TT65,4,16.3,2,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,154,8/3/2024 2:22,0,Home,8Y9TT65 X 0 X 154
164243,GG8SJLN,2,17.9,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,288,8/3/2024 2:29,0,Home,GG8SJLN X 0 X 288
164244,HY4W8WE,2,6.8,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,154,8/3/2024 2:30,0,,HY4W8WE X 0 X 154
164247,N25H18N,3,15,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,83,8/3/2024 2:35,0,Home,N25H18N X 0 X 83
164248,ZCP73QX,4,63.8,2,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,92,8/3/2024 2:35,0,Home,ZCP73QX X 0 X 92
164253,3P8T2HP,3,26.2,2,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,299,8/3/2024 2:39,0,Other,3P8T2HP X 0 X 299
164255,EQR1MWG,3,32.6,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,83,8/3/2024 2:41,0,Work,EQR1MWG X 0 X 83
164256,CKRU0MV,4,43.3,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,110,8/3/2024 2:42,0,Home,CKRU0MV X 0 X 110
164258,PQT841M,3,8.7,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,193,8/3/2024 2:42,0,,PQT841M X 0 X 193
164260,YU90KWF,3,16.6,1,hakedPDO,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,105,8/3/2024 2:43,0,Work,YU90KWF X 0 X 105
164262,N94XH2T,1,12.8,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,134,8/3/2024 2:45,0,,N94XH2T X 0 X 134
164263,D7GQVAR,2,20.5,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,92,8/3/2024 2:47,0,,D7GQVAR X 0 X 92
164264,3Z3DV1U,4,17.7,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,145,8/3/2024 2:47,0,,3Z3DV1U X 0 X 145
164265,NFJLP1V,1,7,2,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,76,8/3/2024 2:47,0,,NFJLP1V X 0 X 76
164269,LNPZX1F,4,36.7,1,,0,,,No,,0,0,,8/3/2024 2:00,,,,,,8/2/2024 5:30,83,8/3/2024 2:49,0,Home,LNPZX1F X 0 X 83
164272,WUTP79J,5,24.2,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,104,8/3/2024 2:50,0,Home,WUTP79J X 0 X 104
164274,D7GQVAR,2,24.7,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,192,8/3/2024 2:51,0,Home,D7GQVAR X 0 X 192
164275,NFJLP1V,2,10.8,2,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,92,8/3/2024 2:51,0,Home,NFJLP1V X 0 X 92
164278,IB555AJ,1,8.7,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,294,8/3/2024 2:53,0,,IB555AJ X 0 X 294
164279,DZR90R0,4,20.7,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,83,8/3/2024 2:53,0,,DZR90R0 X 0 X 83
164282,F2IC9CG,7,51.6,2,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,159,8/3/2024 2:55,0,Work,F2IC9CG X 0 X 159
164284,PYX53R1,5,62.6,2,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,192,8/3/2024 2:57,0,Work,PYX53R1 X 0 X 192
164287,R1082ZU,2,21.9,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,110,8/3/2024 2:58,0,,R1082ZU X 0 X 110
164290,3SALXXF,1,8.2,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,161,8/3/2024 3:00,0,Home,3SALXXF X 0 X 161
164293,SNAO0NU,4,20.4,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,161,8/3/2024 3:01,0,,SNAO0NU X 0 X 161
164294,6LKNTQG,4,60.6,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,192,8/3/2024 3:01,0,,6LKNTQG X 0 X 192
164298,IU4IHX1,2,12.8,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,104,8/3/2024 3:03,0,,IU4IHX1 X 0 X 104
164301,D7GQVAR,2,24.3,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,192,8/3/2024 3:03,0,Other,D7GQVAR X 0 X 192
164302,Q0T924D,3,19.6,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,83,8/3/2024 3:03,0,Other,Q0T924D X 0 X 83
164304,BDD9FSV,4,28.8,1,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,176,8/3/2024 3:05,0,Work,BDD9FSV X 0 X 176
164305,XW90EAP,5,28.4,2,,0,,,No,,0,0,,,,,,,,8/2/2024 5:30,33,8/3/2024 3:05,0,,XW90EAP X 0 X 33
